,name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,winRate,killsPerGame,deathsPerGame,assistsPerGame,hitRate,headshotRate,winRateAlt,kdRatioAlt
161,NainFéroce#4542111,0,1,0.0833333333333333,1,1,0,0,1,1,0,1.0,0,0,2,550,194.4,3,12,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
162,SmarcusAurelius#9607802,0,11,0.6875,0,2,0,110,0,8,2,8.0,0,7,0,6125,0.0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,imbsi2011#6620111,0,1,0.125,0,1,0,0,0,4,1,4.0,0,0,0,1250,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,clastic_skyline#2465354,1,1,0.5,0,1,0,0,0,1,0,1.0,0,0,0,1050,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Moe Lester#4727591,207,1484,1.175911251980983,8,55,4,110,2828,367,261,11.12121212121212,33,208,12448,957331,37.1149863760218,15276,1262,0.981042654028436,44.96969696969697,38.24242424242424,6.303030303030303,0.18512699659596754,0.017085624509033778,3.430223057931571,4.111582584165022
168,Zoeytoby2005#3211294,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Simonr3825#6948545,166,6804,0.9922706723056728,13,58,12,13,28605,376,1144,2.088888888888889,180,1551,142067,994512,318.02553191489363,170672,6857,0.9325842696629213,37.8,38.09444444444444,8.616666666666667,0.16760218430674043,0.006702915533889566,4.84286987217851,5.152818785687178
171,asdkii#7844531,38,903,0.5948616600790514,8,18,6,0,2552,73,131,2.607142857142857,28,301,12157,133840,238.8575342465753,14709,1518,0.8636363636363636,32.25,54.214285714285715,10.75,0.17349921816574887,0.008906111904276294,2.877812986060403,1.9822007066457241
172,footbawl,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Warfam602#8447029,165,2833,0.8041441952881068,9,48,10,110,6910,526,437,6.493827160493827,81,491,22206,754824,88.85589353612167,29116,3523,0.9428571428571428,34.97530864197531,43.49382716049383,6.061728395061729,0.23732655584558318,0.015008929798049183,4.143337774405443,3.5337707792185697
175,AlbatrosPoete#2974047,1,11,0.2682926829268293,3,1,1,0,28,3,1,3.0,1,3,291,1975,413.8,319,41,0.5,11.0,41.0,3.0,0.0877742946708464,0.003134796238244514,0.0,0.0
177,Cade2121#4173962,20,597,0.7434620174346201,9,16,3,1,1616,57,118,3.0,19,115,7236,109015,220.45263157894735,8852,803,0.8695652173913043,31.42105263157895,42.26315789473684,6.052631578947368,0.18255761409850882,0.01333032083145052,2.560381721014296,2.1890785436642153
178,anon44496684#2274631,20,958,1.058563535911602,10,19,8,11,4219,55,131,1.6666666666666667,33,169,12338,146275,266.52,16557,905,0.7142857142857143,29.03030303030303,27.424242424242426,5.121212121212121,0.25481669384550343,0.00791206136377363,2.4975054010474858,3.70127540760761
179,FlexedXxradar#2827944,10,322,1.062706270627063,9,10,3,0,1323,20,55,2.8571428571428568,7,56,5549,53845,298.89,6872,303,0.7692307692307693,46.0,43.285714285714285,8.0,0.19252037252619325,0.0080034924330617,1.4968539608117795,2.067930917477924
180,omar_de_villa_22#1782583,0,0,0.0,0,1,0,0,0,4,0,4.0,0,0,0,300,0.0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Cavage#5516573,0,0,0.0,0,1,0,17,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Echo_Two1#4469098,60,856,0.8925964546402503,8,18,6,0,2224,89,144,3.7083333333333335,24,224,10723,128090,216.4179775280899,12947,959,0.9090909090909091,35.666666666666664,39.958333333333336,9.333333333333334,0.17177724569398317,0.011122267706804665,2.8891398457708597,2.8367195816244437
184,konkwistator#9532800,3,1,0.1666666666666666,0,1,0,0,0,4,1,4.0,0,0,0,850,0.0,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Ayas1612#9957369,0,0,0.0,0,1,1,0,1,1,0,1.0,1,0,303,0,316.2,304,7,0.0,0.0,7.0,0.0,0.003289473684210526,0.0,0.0,0.0
191,KrisVal55#2097189,20,215,0.9307359307359307,4,15,3,111,152,54,32,9.0,6,45,2669,97891,72.81111111111113,2821,231,0.8695652173913043,35.833333333333336,38.5,7.5,0.05388160226869904,0.011343495214462956,1.5580517123722217,1.667654917246891
193,RarefiedLime715#9051704,0,2,0.1428571428571428,0,1,0,0,0,6,0,6.0,0,0,0,2275,0.0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Matt93650#4727617,248,3106,1.0260984473075652,11,74,8,111,8555,752,554,7.372549019607844,102,458,39735,1173596,67.45132978723404,48290,3027,0.96875,30.45098039215686,29.676470588235293,4.490196078431373,0.17715883205632635,0.011472354524746325,4.480442412869137,4.745677422550692
195,Crusty Lips#5492303,236,7890,1.0861784140969164,179,89,16,111,26315,588,1521,2.94,200,1505,82542,1359204,150.89897959183668,108857,7264,0.9365079365079365,39.45,36.32,7.525,0.2417391623873522,0.013972459281442626,4.961916263910066,5.754917954579296
196,PeralezFour#4637706,0,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,650,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Angery#4467743,0,21,0.9545454545454546,0,4,0,0,0,12,2,12.0,0,0,0,13975,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,TTG Rose8436#4609548,0,7,0.1794871794871795,0,2,1,110,0,15,2,15.0,0,16,0,5725,0.0,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Killer-Insstinct#1463361,4,48,0.5106382978723404,3,2,3,0,177,8,8,2.0,4,22,719,6395,299.625,896,94,0.5714285714285714,12.0,23.5,5.5,0.19754464285714285,0.008928571428571428,0.7921682063542231,0.7078949929122845
202,MathRei#1322612,0,1,0.25,0,1,0,110,0,2,0,2.0,0,0,0,350,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Fear DaSweat#8726184,4,101,0.8487394957983193,9,5,2,0,398,21,16,3.5,6,22,2562,17930,204.88571428571427,2960,119,0.6666666666666666,16.833333333333332,19.833333333333332,3.6666666666666665,0.13445945945945945,0.005405405405405406,1.1945063128187032,1.5207370285044837
204,Ilovelettuce474#7471739,1,75,0.7281553398058253,4,4,2,0,304,6,13,2.0,3,28,1873,14565,245.5,2177,103,0.3333333333333333,25.0,34.333333333333336,9.333333333333334,0.13964170877354157,0.0059715204409738175,0.3662040962227032,0.7999604043699828
205,SmashedDolphins#6984385,145,5894,1.4070183814752923,14,57,14,111,23155,438,1165,1.9295154185022023,227,990,68422,979910,259.9616438356164,91577,4189,0.9119496855345912,25.964757709251103,18.45374449339207,4.361233480176211,0.252847330661629,0.012721534883213034,4.947281462483041,7.633004393181042
207,S Town King,5,72,0.5901639344262295,3,3,4,0,324,10,15,2.5,4,14,1490,9500,284.82,1814,122,0.5555555555555556,18.0,30.5,3.5,0.17861080485115766,0.008269018743109152,0.7701635339554948,0.8181409344314108
208,adrian_bankss#7070605,0,0,0.0,0,1,0,110,0,1,0,1.0,0,0,0,300,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,MaxyMax#3381154,2,0,0.0,0,1,0,0,0,2,0,2.0,0,0,0,1475,0.0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Oopsmyb#7184311,4,6,0.6666666666666666,0,2,0,0,0,4,0,4.0,0,0,0,6000,0.0,0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,DutchBro101#5678319,68,659,0.9969742813918304,10,13,11,0,2110,136,132,2.1587301587301586,63,112,3834,75485,96.6485294117647,5944,661,0.8607594936708861,10.46031746031746,10.492063492063492,1.7777777777777777,0.35497981157469716,0.02220726783310902,3.566242549299041,4.130598766553736
215,Voids-_-Times#5188154,0,2,0.6666666666666666,0,1,0,0,0,2,0,2.0,0,0,0,3000,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,GeT_DesTroYeD439#8882692,71,1865,0.9718603439291298,14,26,6,9,7688,143,352,2.1029411764705883,68,360,41094,245589,304.2755244755245,48782,1919,0.922077922077922,27.426470588235293,28.220588235294116,5.294117647058823,0.15759911442745275,0.007215776310934361,3.890714896980566,4.100772209564065
220,sanima34#5689127,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,thrasherboi4ever#7579377,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,nicocrack120#3055300,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,400,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,xbL#1857429,0,0,0.0,0,1,0,17,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,GaubanG#1753126,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,vertilo818#5736609,366,7393,0.9336953776206112,13,86,14,110,12335,694,1198,3.487437185929648,199,1357,93984,1320682,183.82824207492803,106319,7918,0.9631578947368421,37.15075376884422,39.78894472361809,6.819095477386934,0.11601877369049747,0.011267976561103848,5.098288331182011,4.942334247182138
231,Jincar#7728971,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,b_peek_798#7382601,284,5682,0.7518856689162366,11,53,18,4,28963,711,1558,4.109826589595376,173,1683,106422,891850,250.3831223628692,135385,7557,0.9403973509933775,32.84393063583815,43.68208092485549,9.728323699421965,0.21393064224249364,0.011507921852494737,4.84614176436215,3.8746860976493824
233,davidp656728#5900551,7,47,0.2716763005780346,4,3,1,0,210,12,8,2.4,5,35,2069,9510,322.5,2279,173,0.875,9.4,34.6,7.0,0.09214567792891619,0.0035103115401491883,1.4082581733798378,0.4372461380601312
234,JustTrobe#8232705,0,0,0.0,0,1,0,110,0,2,0,2.0,0,0,0,350,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,aLlEz#6592097,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Sno0w#5116023,1,5,0.7142857142857143,0,1,0,0,0,3,1,3.0,0,0,0,2592,0.0,0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,CSO_TEEYT#1978844,39,433,1.0188235294117651,8,13,4,110,1325,68,76,4.533333333333333,15,55,6036,81476,120.78529411764708,7361,425,0.9069767441860465,28.866666666666667,28.333333333333332,3.6666666666666665,0.18000271702214374,0.01032468414617579,2.4561385544880507,2.759025263711194
240,TWILL_#8779354,507,10074,0.8706248379569613,11,87,9,110,17239,886,1872,3.5298804780876494,251,1174,62795,1342331,225.4740406320541,80034,11571,0.9825581395348837,40.135458167330675,46.0996015936255,4.677290836653387,0.21539595671839468,0.023390059224829448,5.4290787599608805,4.810596569770425
242,DeyvsonStrife#6778065,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,200,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,luckytbaldino#9685111,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,anon12823578#1975965,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Stu332#4367651,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Dedey011#5948680,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Pyroboy5784#3932074,0,2,0.6666666666666666,0,2,0,110,0,2,0,2.0,0,0,0,4102,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,G4B lyv#4289403,5,9,0.1914893617021277,1,2,0,0,2,9,0,9.0,0,3,10,5375,13.0,12,47,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
249,GlockYaDown97#6408861,0,3,0.6,0,1,0,0,0,3,1,3.0,0,0,0,1250,0.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,xXLTCupcakeXx,24,364,1.0581395348837208,11,10,4,0,484,47,49,3.9166666666666665,12,24,2353,51755,312.2808510638298,2837,344,0.8571428571428571,30.333333333333332,28.666666666666668,2.0,0.1706027493831512,0.017271765949947126,2.1299199855325717,2.6293779666361394
253,Jamin0420#6398568,337,3586,0.7321355655369539,10,50,10,111,10674,801,544,3.640909090909091,220,555,47004,804201,148.3078651685393,57678,4898,0.9711815561959655,16.3,22.263636363636362,2.522727272727273,0.1850618953500468,0.009431672388085578,5.238191594007914,3.9488665539443795
254,Angelo21299#7990114,174,3656,0.9158316633266532,15,40,9,110,14473,436,779,2.4914285714285715,175,703,85861,522714,230.05458715596333,100334,3992,0.9508196721311475,20.89142857142857,22.81142857142857,4.017142857142857,0.14424821097534235,0.007764068012837124,4.9107801063535055,4.730074529224541
255,andreolli#7708532,1,41,0.9318181818181818,5,6,0,0,98,16,10,16.0,0,3,301,23704,20.2125,399,44,1.0,0.0,0.0,0.0,0.24561403508771928,0.02506265664160401,0.0,0.0
259,elchusis#2593484,74,533,0.6345238095238095,6,23,7,21,2315,95,111,4.75,20,174,15924,196810,109.07368421052632,18239,840,0.9135802469135802,26.65,42.0,8.7,0.12692581830144198,0.006085859970393114,2.736841830160436,1.9008634545289012
263,Strife-Six,0,2,1.0,0,1,0,0,0,1,1,1.0,0,0,0,900,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,hhgh#4185342,6,102,0.4951456310679612,4,8,4,110,196,34,19,4.25,8,21,1841,35423,143.25882352941176,2037,206,0.6,12.75,25.75,2.625,0.09621993127147767,0.009327442317133039,1.2476649250079015,1.0296263944239965
267,Miztress Zombie#8214431,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,ibr_ahim06#7916315,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,S1806Oliver#3355454,1,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,100,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,icicle_df#8753477,3,260,1.0970464135021096,7,13,2,6,503,47,67,11.75,4,22,3164,77606,47.50212765957447,3667,237,0.6,65.0,59.25,5.5,0.137169348241069,0.018271066266703027,0.8317766166719344,1.5208292569247743
272,Milobanos72#7517638,5,4,0.4444444444444444,0,1,0,0,0,5,0,5.0,0,0,0,1400,0.0,0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Doctor_Kompot#5130686,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,eddieecuellar#6232606,128,4030,1.0894836442281697,16,40,14,110,14841,324,564,2.25,144,794,51860,529240,228.5444444444444,66701,3699,0.9014084507042254,27.98611111111111,25.6875,5.513888888888889,0.22250041228767184,0.008455645342648536,4.4798317066600575,5.414530304755686
275,WalkerHz#3198307,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,WangsOut01#5170237,72,3324,1.0243451463790447,13,42,8,110,10945,198,497,1.9038461538461533,104,747,49725,566185,318.4848484848485,60670,3245,0.9,31.96153846153846,31.201923076923077,7.1826923076923075,0.1804021757046316,0.008191857590242295,4.179951809227235,4.757459275422472
279,Wluczykij1988#9793528,0,0,0.0,0,1,0,0,0,1,0,1.0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Don_Guerra04#3423306,39,1600,0.9569377990430622,8,44,5,38,4284,274,303,6.523809523809524,42,291,20492,630908,90.20583941605835,24776,1672,0.8863636363636364,38.095238095238095,39.80952380952381,6.928571428571429,0.1729092670326122,0.012229577010009686,3.312934434387531,3.576717338070209
282,Not-yan333#8399938,1,3,1.5,0,1,0,0,0,1,0,1.0,0,0,0,1400,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Venom3738#5338665,5,30,0.2777777777777778,2,2,1,110,127,7,1,7.0,1,10,1955,6110,290.0571428571429,2082,108,0.8333333333333334,30.0,108.0,10.0,0.06099903938520653,0.0004803073967339097,0.0,0.0
284,RuthlessMING#6062357,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,MoldyMilkLover34#5849713,32,289,0.3155021834061135,4,9,3,0,665,46,58,3.5384615384615383,13,47,4468,42120,289.5782608695652,5133,916,0.9142857142857143,22.23076923076923,70.46153846153847,3.6153846153846154,0.1295538671342295,0.011299435028248588,2.345096555393405,0.8092471226052228
286,PotentiallyXaos,94,4335,1.3466915191053122,19,41,14,40,18914,275,770,1.8835616438356164,146,867,72972,537835,267.56727272727267,91886,3219,0.8703703703703703,29.69178082191781,22.04794520547945,5.938356164383562,0.20584202163550486,0.008379949067322551,4.337583541116515,6.711380772011692
288,satilitdishwashr#1605506,2,16,0.4571428571428571,3,1,1,0,69,3,2,3.0,1,8,497,2125,230.8,566,35,0.6666666666666666,16.0,35.0,8.0,0.12190812720848057,0.0035335689045936395,0.0,0.0
289,DIEHARDRACER36#1388147,94,2518,0.8740020826102048,12,32,7,7,11038,206,475,2.168421052631579,95,684,59267,346760,362.0155339805826,70305,2881,0.9306930693069307,26.50526315789474,30.326315789473686,7.2,0.15700163573003342,0.006756276225019558,4.238261661489612,3.9800978872093586
290,xsg_sin#8230783,0,5,0.1612903225806451,0,2,0,110,0,13,1,13.0,0,1,0,3950,0.0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,46ct,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Missak-Ant#2385272,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,anon94916160#1248157,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,SUN_OF_A_BEACH25,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Slittysynsir#2464738,20,201,0.547683923705722,7,10,4,110,605,58,48,5.2727272727272725,11,54,3956,50980,137.1103448275862,4561,367,0.8333333333333334,18.272727272727273,33.36363636363637,4.909090909090909,0.13264634948476212,0.01052400789300592,1.998246060665309,1.3132886916416144
299,eliver_7890#8661547,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,大帅财#1286178,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,R3CTCru33077#1645673,0,4,0.1818181818181818,0,1,0,110,0,7,1,7.0,0,4,0,2490,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,CF Pxzito#4840851,49,1534,1.031607262945528,8,27,7,5,6800,106,207,2.12,50,396,30365,255260,206.54150943396223,37165,1487,0.875,30.68,29.74,7.92,0.18296784609175298,0.0055697564913224805,3.4230201297496277,4.035671345209668
306,FireToaster6134#6244699,0,11,0.4583333333333333,0,3,0,110,0,13,3,13.0,0,0,0,10395,0.0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,PixelyPlazma#2151886,117,4166,0.8986194995685937,11,44,10,110,15746,305,992,2.060810810810811,148,892,62915,627006,264.02163934426227,78661,4636,0.9212598425196851,28.14864864864865,31.324324324324323,6.027027027027027,0.20017543636617893,0.012611077916629588,4.6037309923653655,4.490592392687943
308,KamikaziMoose#3579853,4,42,0.8076923076923077,5,2,2,0,152,9,9,1.8,5,9,852,4775,106.2,1004,52,0.6666666666666666,8.4,10.4,1.8,0.15139442231075698,0.008964143426294821,1.0729586082894,1.2999306215813886
309,UkraineSaiyan#3810058,20,259,0.7442528735632183,6,12,2,110,775,49,47,9.8,5,43,4138,74995,104.51020408163264,4913,348,0.9090909090909091,51.8,69.6,8.6,0.15774475880317526,0.009566456340321597,1.4631253749400912,1.1978287911506664
310,humanpolarbear#9108073,0,5,0.5,0,1,0,0,0,5,0,5.0,0,0,0,2650,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,the_hollyster#9796860,91,1004,0.9383177570093458,15,26,18,9,3317,208,179,3.2,65,244,34340,237845,218.9192307692308,37657,1070,0.8348623853211009,15.446153846153846,16.46153846153846,3.753846153846154,0.08808455267280983,0.00475343229678413,3.4850389133991095,3.9169016999768407
313,rallying_oval771#4436708,2,12,0.206896551724138,3,2,3,0,16,13,1,4.333333333333333,3,1,505,3525,114.50769230769232,521,58,0.4,4.0,19.333333333333332,0.3333333333333333,0.030710172744721688,0.0019193857965451055,0.43944491546724396,0.2272990942071952
314,xXxPR3DATOR#6075491,323,8927,1.0161639157655094,14,85,12,110,24513,708,1364,2.565217391304348,276,1363,135677,1307991,257.22627118644067,160190,8785,0.9641791044776119,32.344202898550726,31.829710144927535,4.938405797101449,0.15302453336662714,0.008514888569823334,5.419073073512356,5.711248551878997
315,今晚我来搞#4268210,0,0,0.0,0,1,0,17,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Kalem#1808520,24,270,0.5567010309278351,6,10,3,0,748,58,35,3.2222222222222223,18,53,6194,50060,318.65172413793107,6942,485,0.8888888888888888,15.0,26.944444444444443,2.9444444444444446,0.10774992797464708,0.005041774704696053,2.569219340352146,1.6090729373854937
318,XxETxxX#1881233,287,6598,0.9385490753911808,11,61,8,39,26891,495,1317,2.9819277108433737,166,1603,122536,1024615,224.71757575757576,149427,7030,0.9728813559322034,39.74698795180723,42.34939759036145,9.656626506024097,0.1799607835264042,0.008813668212572024,4.97335761104518,4.797851412173041
319,Txengeez#4163511,0,8,0.3636363636363637,0,2,0,110,0,11,0,11.0,0,1,0,7100,0.0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,EvilGenius13#3069213,0,11,0.6470588235294118,0,4,0,12,0,10,4,10.0,0,0,0,13650,0.0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,twartsly#6942236,3,225,1.5957446808510638,17,8,6,0,803,20,31,1.5384615384615383,13,28,3576,36635,237.84,4379,141,0.3333333333333333,17.307692307692307,10.846153846153847,2.1538461538461537,0.18337519981730988,0.007079241836035624,0.8549831191538455,4.093004293821601
322,Eimo#2528837,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Fushilossom#7027189,0,5,0.1351351351351351,0,1,0,110,0,19,2,19.0,0,8,0,3450,0.0,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,hHmM#4917398,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,general waste#6895114,13,162,0.6923076923076923,6,5,2,0,706,26,22,2.1666666666666665,12,33,5766,20655,348.6923076923077,6472,234,0.8666666666666667,13.5,19.5,2.75,0.10908529048207664,0.003399258343634116,2.1535857631496005,1.7203199883147695
329,68#9931432,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,XXXTENTACION#5582814,164,4442,0.956297093649085,14,50,24,31,14406,521,1001,3.0647058823529414,170,869,65752,809513,139.93013435700576,80158,4645,0.8723404255319149,26.129411764705882,27.323529411764707,5.1117647058823525,0.17972005289553133,0.012487836522867337,4.480164594022569,4.911349118918679
332,pymdragon#5685104,18,34,0.2537313432835821,3,2,2,0,135,22,8,5.5,4,16,1430,6075,157.0636363636364,1565,134,0.9,8.5,33.5,4.0,0.08626198083067092,0.005111821086261981,1.2476649250079015,0.3517463304334051
333,CrimsonNight#7218001,171,3086,0.9906902086677368,14,43,10,26,12790,374,400,2.5616438356164384,146,862,57243,588219,253.392513368984,70033,3115,0.9447513812154696,21.136986301369863,21.335616438356166,5.904109589041096,0.18262818956777518,0.0057115931061071205,4.708269239293512,4.937210283978147
334,XRufyX,108,3219,1.0547182175622545,15,32,24,3,12156,233,589,2.1376146788990824,109,447,46449,357180,277.2128755364807,58605,3052,0.8181818181818182,29.53211009174312,28.0,4.10091743119266,0.2074225748656258,0.01005033700196229,3.838375540005663,4.94805007630918
335,yn_Lawson#5548183,131,3045,0.9038290293855744,13,37,8,110,9307,290,519,2.612612612612613,111,483,32201,462590,229.98,41508,3369,0.9424460431654677,27.43243243243243,30.35135135135135,4.351351351351352,0.2242218367543606,0.01250361376120266,4.438478103395077,4.256610110714176
337,FurryCoder87771#8437293,50,989,0.6384764364105875,7,23,5,110,3323,149,163,3.4651162790697674,43,240,18701,202417,192.4751677852349,22024,1549,0.9090909090909091,23.0,36.02325581395349,5.5813953488372094,0.15088085724664002,0.00740101707228478,3.419272832448693,2.4014376464951153
339,CoziestDiamond2#7583218,59,731,0.4834656084656085,7,18,6,6,2914,124,174,2.431372549019608,51,182,17967,137726,324.0338709677419,20881,1512,0.9076923076923077,14.333333333333334,29.647058823529413,3.5686274509803924,0.13955270341458742,0.008332934246444136,3.5688878820113112,1.9009024719057421
342,날동이#4775901,43,826,0.9249720044792832,8,18,4,13,3629,68,156,2.72,25,217,17355,127925,281.1264705882353,20984,893,0.9148936170212766,33.04,35.72,8.68,0.17294128860083874,0.007434235608082348,2.944928946156013,2.9773700238982457
343,PakistanFlow#6848963,2,5,0.4545454545454545,0,1,0,0,0,6,0,6.0,0,0,0,3475,0.0,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,mariete12#4213519,2,14,0.3181818181818182,4,1,1,0,38,3,4,3.0,1,4,277,2680,340.6,315,44,0.6666666666666666,14.0,44.0,4.0,0.12063492063492064,0.012698412698412698,0.0,0.0
346,Anivia#7393555,4,150,0.5208333333333334,4,7,10,0,719,17,23,1.3076923076923077,13,54,3767,30890,308.08235294117645,4486,288,0.2857142857142857,11.538461538461538,22.153846153846153,4.153846153846154,0.16027641551493535,0.0051270619705751225,0.732842673560439,1.3359111236778838
